"SKU","Product","Package ID","Category","Tags","Strain","Vendor","Room","Available","Unit price (Inventory)","Cost","External package ID","Testing status","Testing status text","Is finished in METRC","THC","THCA","THC-D9","CBD","CBDA","CBN","Inventory date","Expiration date","Packaging date","Date of manufacture","Unit","Master category","Type","Flower equiv","Alternate description","Is cannabis","Is coupon","Is additive","Is available online","Is POS available","Is Retired","Is on sale","Taxable","Brand","Online title","Online Description","Image URL","External category","Net weight","Gross weight","Instructions","Allergens","Ingredients","Days supply","Product size","Package NDC","Allocated quantity","Quantity (including allocated)","SubRoom name","Harvest date","Producer","On hold","Last audited date","Status","Batch","Calculated THC (mg)","Current price","Price (Catalog)","Location price (Catalog)","Available for"
67836644,Revibe | Blue Raspberry | Drink | 24.84mg,1A4070300002711000004228,Edibles,,No Strain,Appalachian Pharm,Sales Floor,9,6,3,1A4070300002711000004228,TestPassed,,false,24.84 mg,,,,,,2/3/2025,1/23/2026,2/4/2025,2/3/2025,qty,Edibles,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Revibe,,,,,,0,,,,1,,,,9,,,,false,,,1A4070300002711000004228,24.8,6,6,,All enabled customer types
47073357,Beboe | 1:1 Blackberry | Gummies | 20pk | 114.61mg,1A40703000027D9000000862,Edibles,,No Strain,"GTI Ohio, LLC",Sales Floor,9,20,15,1A40703000027D9000000862,TestPassed,,false,114.61 mg,,,101.50 mg,,,8/27/2024,6/5/2025,1/13/2025,8/28/2024,qty,Edibles,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Beboe,,,,,,0,,,,1,,,,9,,,,false,,,1A40703000027D9000000862,114.6,20,20,,All enabled customer types
18025300,Rythm | Ice Cream Cake | Cartridge | .5g | Indica,1A40703000027D9000000865,Cartridges,,Indica,"GTI Ohio, LLC",Sales Floor,18,30,15,1A40703000027D9000000865,TestPassed,,false,360.00 mg,,,,,,8/27/2024,4/19/2025,8/30/2024,8/28/2024,qty,Cartridges,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Rythm,,,,,,0,,,,1,,,,18,,,,false,,,1A40703000027D9000000865,360,30,30,,All enabled customer types
56167409,Rythm | Brownie Scout |  Cartridge | .85g | Indica,1A40703000027D9000000866,Cartridges,,Indica,"GTI Ohio, LLC",Sales Floor,33,50,25,1A40703000027D9000000866,TestPassed,,false,627.30 mg,,,8.76 mg,,,8/27/2024,3/26/2025,8/30/2024,8/28/2024,qty,Cartridges,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Rythm,,,,,,0,,,,1,,,,33,,,,false,,,1A40703000027D9000000866,627.3,50,50,,All enabled customer types
86002611,Rythm | Star Killer | Cartridge | .85g | Indica,1A40703000027D9000000868,Cartridges,,Indica,"GTI Ohio, LLC",Sales Floor,45,50,25,1A40703000027D9000000868,TestPassed,,false,612.00 mg,,,10.46 mg,,,8/27/2024,3/26/2025,1/10/2025,8/28/2024,qty,Cartridges,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Rythm,,,,,,0,,,,1,,,,45,,,,false,,,1A40703000027D9000000868,612,50,50,,All enabled customer types
43443726,Rythm | Bio J | DVP | .3g | Indica,1A40703000027D9000000880,Disposable Vape Pen,,Indica,"GTI Ohio, LLC",Sales Floor,7,25,12.5,1A40703000027D9000000880,TestPassed,,false,213.90 mg,,,,,,8/27/2024,4/19/2025,1/10/2025,8/28/2024,qty,DVP,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Rythm,,,,,,0,,,,1,,,,7,,,,false,,,1A40703000027D9000000880,213.9,25,25,,All enabled customer types
20649016,Rythm | Intergalactic Sensei | DVP | .3g | Hybrid,1A40703000027D9000000881,Disposable Vape Pen,,Hybrid,"GTI Ohio, LLC",Sales Floor,26,25,12.5,1A40703000027D9000000881,TestPassed,,false,218.10 mg,,,,,,8/27/2024,5/20/2025,8/30/2024,8/28/2024,qty,DVP,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Rythm,,,,,,0,,,,1,,,,26,,,,false,,,1A40703000027D9000000881,218.1,25,25,,All enabled customer types
64296040,&Shine | Zack's Cake | Infused Flower | 5.66 | Hybrid,1A40703000027D9000000883,Concentrates,,Hybrid,"GTI Ohio, LLC",Sales Floor,6,90,45,1A40703000027D9000000883,TestPassed,,false,2297.96 mg,,,,,,8/27/2024,6/18/2025,1/14/2025,8/28/2024,qty,Concentrates,Qty,11.32g,,Yes,No,false,Yes,Yes,No,false,Yes,&Shine,,,,,,0,,,,4,,,,6,,,,false,,,1A40703000027D9000000883,2298,90,90,,All enabled customer types
59620816,Good Green | Intergalactic Sensei | Small Bud Flower | 14.15g | Hybrid,1A40703000027D9000000885,Small Bud Flower,,Hybrid,"GTI Ohio, LLC",Sales Floor,34,150,75,1A40703000027D9000000885,TestPassed,,false,23.70 %,,,,,,8/27/2024,4/24/2025,1/13/2025,8/28/2024,qty,Flower,Qty,14.15g,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,5,,,,34,,,,false,,,1A40703000027D9000000885,3353.6,150,150,,All enabled customer types
03495072,Good Green | Strawnana Cookies | Small Bud Flower | 14.15g | Hybrid,1A40703000027D9000000886,Small Bud Flower,,Hybrid,"GTI Ohio, LLC",Sales Floor,45,150,75,1A40703000027D9000000886,TestPassed,,false,16.60 %,,,,,,8/27/2024,5/6/2025,1/13/2025,8/28/2024,qty,Flower,Qty,14.15g,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,5,,,,45,,,,false,,,1A40703000027D9000000886,2348.9,150,150,,All enabled customer types
58377466,Good Green | Gelato AK | Small Bud Flower | 2.83g | Hybrid,1A40703000027D9000000887,Small Bud Flower,,Hybrid,"GTI Ohio, LLC",Sales Floor,38,35,17.5,1A40703000027D9000000887,TestPassed,,false,22.60 %,,,,,,8/27/2024,3/20/2025,1/13/2025,8/28/2024,qty,Flower,Qty,,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,1,,,,38,,,,false,,,1A40703000027D9000000887,639.6,35,35,,All enabled customer types
90132353,Good Green | Sherb Cream Pie | Small Bud Flower | 2.83g | Indica,1A40703000027D9000000888,Small Bud Flower,,Indica,"GTI Ohio, LLC",Sales Floor,42,35,17.5,1A40703000027D9000000888,TestPassed,,false,19.60 %,,,,,,8/27/2024,4/3/2025,1/13/2025,8/28/2024,qty,Flower,Qty,,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,1,,,,42,,,,false,,,1A40703000027D9000000888,554.7,35,35,,All enabled customer types
89173978,Dr. Solomon's | THC Rich | Topical Balm | 92.1mg,1A40703000027D9000005059,Topical,,No Strain,"GTI Ohio, LLC",Sales Floor,8,32,16,1A40703000027D9000005059,TestPassed,,false,92.10 mg,,,24.75 mg,,,9/16/2024,6/3/2025,9/24/2024,9/16/2024,qty,Topicals,Qty,2.83g,,Yes,No,false,Yes,Yes,No,false,Yes,Dr. Solomon's,,,,,,0,,,,1,,,,8,,,,false,,,1A40703000027D9000005059,92.1,32,32,,All enabled customer types
25994356,Good Green | Chem X | Small Bud Flower | 14.15g | Indica,1A40703000027D9000005065,Small Bud Flower,,Indica,"GTI Ohio, LLC",Sales Floor,22,150,75,1A40703000027D9000005065,TestPassed,,false,21.60 %,,,,,,9/16/2024,5/23/2025,1/13/2025,9/16/2024,qty,Flower,Qty,14.15g,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,5,,,,22,,,,false,,,1A40703000027D9000005065,3056.4,150,150,,All enabled customer types
63018657,Good Green | Slapz | Small Bud Flower | 14.15g | Hybrid,1A40703000027D9000005066,Small Bud Flower,,Hybrid,"GTI Ohio, LLC",Sales Floor,24,150,75,1A40703000027D9000005066,TestPassed,,false,19.90 %,,,,,,9/16/2024,5/13/2025,1/13/2025,9/16/2024,qty,Flower,Qty,14.15g,,Yes,No,false,Yes,Yes,No,false,Yes,Good Green,,,,,,0,,,,5,,,,24,,,,false,,,1A40703000027D9000005066,2815.9,150,150,,All enabled customer types
